ID,Site,Transect_coordinates,Forest_type,Distance,NH4_conc,NO3_conc,Ammonification,Nitrification,P,pH,soil_temp,litter_depth,O_depth,soil_moisture,SOM,prop_pine_litter,prop_hw_litter,total_floor_litter,pine_floor_litter,hw_floor_litter,Broad_leaf_herbs,Grassy_herbs,Ferns,Shrubs,Vines,Moss,Leaf_litter,Bare_soil,Rock,Max_height,All_plants,AM_basal,ECM_basal,hw_basal,pine_basal,num_stems,total_basal,ECM.AM,no_pine_saplings,PO4,PO4_release,root_density,ECM_abundance,SAP_abundance,soilSAP_abundance,AM_abundance,root_endophyte_abundance,contact_expl,short_dist_expl,med_dist_expl,long_dist_expl,mat_expl,Nitrifier_abundance,Copiotroph_abundance,Oligotroph_abundance,chitinase_ECbac_abund,denitrification_ECbac_abund,PO4uptake_ECfun_abund,denitrification_ECfun_abund,NH4uptake_ECfun_abund,ECM_chitinase_ECfun,SAP_chitinase_ECfun,ECM_PO4uptake_ECfun,SAP_PO4uptake_ECfun,ECM_NH4uptake_ECfun,SAP_NH4uptake_ECfun,Oligotroph_chitinase_ECbac,fun_amm_neg_module_abundance,fun_nitr_pos_module_abundance,fun_nitr_neg_module_abundance,fun_pmin_pos_module_abundance,fun_pmin_neg_module_abundance,bac_amm_pos_module_abundance,bac_amm_neg_module_abundance,bac_nitr_pos_module_abundance,bac_nitr_neg_module_abundance,bac_pmin_pos_module_abundance,bac_pmin_neg_module_abundance,bac_richness,bac_shannon,fun_richness,fun_shannon,bac_evenness,fun_evenness,edaphic_PC1,bac_copy_number,ITS_copy_number,fun_amm_pos_module_abundance,soil_temp2022,soil_moisture2022,Copiotroph_chitinase_ECbac,Copios_denitrification_ECbac,soil_percN,soil_percC,EMF_richness,EMF_Shannon,amidine.hydro_ECbac_abund,amino.hydro_ECbac_abund,DMhydrolase_ECbac_abund,glycosidaseN_ECbac_abund,glycosidaseOS_ECbac_abund,CPhydrolase_ECbac_abund,Noxidoreductase_ECbac_abund,Poxidoreductase_ECbac_abund,amine.oxidase_ECbac_abund,peptidase_broad_ECbac_abund,phosphatase_ECbac_abund,PDhydrolase_ECbac_abund,PMhydrolase_ECbac_abund,TMhydrolase_ECbac_abund,Phydrolase_ECbac_abund,Copiotroph_amidine.hydro_ECbac,Oligotroph_amidine.hydro_ECbac,Copiotroph_amino.hydro_ECbac,Oligotroph_amino.hydro_ECbac,Copiotroph_DMhydrolase_ECbac,Oligotroph_DMhydrolase_ECbac,Copiotroph_glycosidaseN_ECbac,Oligotroph_glycosidaseN_ECbac,Copiotroph_glycosidaseOS_ECbac,Oligotroph_glycosidaseOS_ECbac,Copiotroph_Noxidoreductase_ECbac,Oligotroph_Noxidoreductase_ECbac,Copiotroph_Poxidoreductase_ECbac,Oligotroph_Poxidoreductase_ECbac,Copiotroph_amine.oxidase_ECbac,Oligotroph_amine.oxidase_ECbac,Copiotroph_peptidase_broad_ECbac,Oligotroph_peptidase_broad_ECbac,Copiotroph_phosphatase_ECbac,Oligotroph_phosphatase_ECbac,Copiotroph_PDhydrolase_ECbac,Oligotroph_PDhydrolase_ECbac,Copiotroph_PMhydrolase_ECbac,Oligotroph_PMhydrolase_ECbac,Copiotroph_TMhydrolase_ECbac,Oligotroph_TMhydrolase_ECbac,Copiotroph_Phydrolase_ECbac,Oligotroph_Phydrolase_ECbac,amidine.hydro_ECfun_abund,amino.hydro_ECfun_abund,DMhydrolase_ECfun_abund,glycosidaseN_ECfun_abund,glycosidaseOS_ECfun_abund,peptidase_broad_ECfun_abund,phosphatase_ECfun_abund,PDhydrolase_ECfun_abund,PMhydrolase_ECfun_abund,PThydrolase_ECfun_abund,TMhydrolase_ECfun_abund,Phydrolase_ECfun_abund,Noxidoreductase_ECfun_abund,Poxidoreductase_ECfun_abund,amine.oxidase_ECfun_abund,ECM_amidine.hydro_ECfun,SAP_amidine.hydro_ECfun,ECM_amino.hydro_ECfun,SAP_amino.hydro_ECfun,ECM_DMhydrolase_ECfun,SAP_DMhydrolase_ECfun,ECM_glycosidaseN_ECfun,SAP_glycosidaseN_ECfun,ECM_glycosidaseOS_ECfun,SAP_glycosidaseOS_ECfun,ECM_peptidase_broad_ECfun,SAP_peptidase_ECfun_broad,ECM_phosphatase_ECfun,SAP_phosphatase_ECfun,ECM_PDhydrolase_ECfun,SAP_PDhydrolase_ECfun,ECM_PMhydrolase_ECfun,SAP_PMhydrolase_ECfun,ECM_TMhydrolase_ECfun,SAP_TMhydrolase_ECfun,ECM_Phydrolase_ECfun,SAP_Phydrolase_ECfun,ECM_Noxidoreductase_ECfun,SAP_Noxidoreductase_ECfun,ECM_Poxidoreductase_ECfun,SAP_Poxidoreductase_ECfun,ECM_amine.oxidase_ECfun,SAP_amine.oxidase_ECfun,all_Ndecomp_ECbac_sum,all_Ndecomp_ECbac_avg,all_ECM_Ndecomp_ECfun,all_oligo_Ndecomp_ECbac
HF2M 0m B,HF2,"42.551478, -72.174021",Mixed,0,0.024074786,0,7.586175073,0,1412,5.12,18.3,0.5,1,0.210849673,0.089779692,0,1.003246753,0.0256,0,0.023175,3,0,2,3,0,0,3,0,2,0.854,9,21.61085395,7.57895839,29.18981234,0,4,29.18981234,0.379417708,7,6.247566747,-0.01187484,1.393677463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002230047,0.335492958,0.117957746,0.37,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552083333,NA,NA,NA,NA,NA,0.449248826,0.536079812,0.634765258,0.329741784,0.248920188,0.489389671,465,5.454266938,NA,NA,0.888022423,NA,2.942188729,755339.746,1442211.592,NA,65,0.116521739,0.25,0.296875,0.26315818,5.802261829,NA,NA,4.75,0.55,0.11,1.18,0.34,0.02,16.02,1.34,0.19,6.9,3.79,0.61,3.93,0.2,4.74,0.691034959,0.125510595,0.608966862,0.090643275,0.818181818,0,0.389593025,0.103222466,0.166666667,0.71875,0.642283592,0.110162013,0.381466235,0.090636375,0.794117647,0.058823529,0.532978838,0.188566551,0.654227642,0.061634988,0.6171875,0.200520833,0.583383921,0.146039489,0.7,0.1,0.592710973,0.152405633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,3.7875,NA,1.286964163
HF2M 15m A,HF2,"42.551478, -72.174021",Mixed,15,0.053919109,0,19.86815629,0.193633364,1137,3.48,17.7,1,4,0.585185185,0.595982143,0.047692308,0.94,0.03335,0.00155,0.03055,1,0,0,0,0,0,5,0,0,0.273,3,13.23055042,151.9794425,154.6858723,10.52412061,9,165.2099929,10.75007206,12,4.423881205,-0.035045165,3.986791628,0.687732749,0.164512596,0.156078861,0,0,0.333077766,0.002081051,0.343483023,0.011391019,0,0,0.270085498,0.112185559,0.59,0.45,0.023199391,2.03880501,0.404980899,0.812602287,0.180546113,0.725954187,0.263459195,0.792145559,0.200590614,0.215034965,0.528148959,0.835815991,0.411719606,0.73033954,0.461226725,0.508492167,0.508541588,0.606444492,0.409386686,0.236017989,0.493698829,423,5.309400619,83,2.989443412,0.877968225,0.676522119,-0.859463169,1846633.935,6362720.311,0.464293538,63,0.198598131,0.068181818,0.266666667,1.293144167,33.88848114,26,1.640865184,4.51,0.26,0.02,1.22,0.46,0.02,13.68,1.51,0.11,6.78,3.9,0.72,3.61,0.21,4.54,0.423824993,0.035463563,0.464285714,0.052380952,1,0,0.336794718,0.047963801,0.102272727,0.284090909,0.462399851,0.055472082,0.218337801,0.033503811,0.111111111,0,0.352842173,0.114860635,0.497969063,0.030929462,0.545699583,0.170301397,0.402373303,0.136309126,0.428571429,0.047619048,0.424577127,0.1380602,16.31347306,3.587353912,0.004409063,1.149542449,0.426613043,15.35154893,13.28472506,5.165925725,19.58296543,0.000108862,0.001088622,24.75008864,35.09747251,3.209901145,0.01987856,0.723587475,0.271046037,0.686445956,0.307332736,0.974164194,0.025835806,0.805426816,0.188659663,0.754632014,0.233737787,0.867762682,0.126345518,0.878271934,0.116514688,0.8275682,0.16790414,0.825633545,0.167850913,0,1,0.825990355,0.167895239,0.782353818,0.207484659,0.714309778,0.278774926,0.63994865,0.358915833,27.61,3.45125,5.432811048,0.575328045
HF2M 15m B,HF2,"42.551478, -72.174021",Mixed,15,0.105331069,0,19.45617943,0,1284,3.98,17.7,1,4,0.429527559,0.412008282,0.047692308,0.94,0.03335,0.00155,0.03055,1,0,0,0,0,2,5,0,0,0.112,1,13.23055042,151.9794425,154.6858723,10.52412061,9,165.2099929,10.75007206,12,6.810079406,0.009716119,3.986791628,0.761338162,0.169167098,0.152555038,0,0,0.159912629,0.00586308,0.214519745,0.000689774,0.380927746,0,0.267276315,0.114128705,0.92,0.68,0.025583738,1.427404748,0.132079099,0.609527375,0.354059883,0.664515363,0.274598652,0.792151736,0.175144239,0.429370629,0.471690521,0.536816693,0.359544749,0.418635397,0.38207737,0.510555685,0.518554667,0.624175171,0.414652776,0.229997242,0.527741826,365,5.170735939,106,3.067870515,0.876411169,0.657855813,0.444371274,947505.794,3364663.239,0.393458642,63,0.358525346,0.056410256,0.191176471,1.153885722,24.90648938,29,2.006071398,6.99,0.53,0.03,1.79,0.7,0.02,19.77,2.29,0.25,9.87,5.43,1.15,5.16,0.3,6.61,0.366308327,0.152778116,0.376373626,0.148351648,1,0,0.296487453,0.152548423,0.084615385,0.507692308,0.417013973,0.137895165,0.183134221,0.125172327,0.086956522,0.043478261,0.296240762,0.258887702,0.455835223,0.105735149,0.460267857,0.287053571,0.339961658,0.269055672,0.366666667,0.166666667,0.358773873,0.267929842,10.94666556,3.737074664,0.009742897,0.887675352,0.27751291,10.03064958,7.259283743,3.641041605,13.84096145,0.000163596,0.001556986,17.48372364,24.77678882,2.289102087,0.054645639,0.607592932,0.353596619,0.527834646,0.435744212,0.983334645,0.016665355,0.68340988,0.27054226,0.633898411,0.305876111,0.708216826,0.242909783,0.733427153,0.22230628,0.672195244,0.287179785,0.699281149,0.25434833,0.043860007,0.956139993,0.694316496,0.260358008,0.590191668,0.336156438,0.677217947,0.280444132,0.72634543,0.27365457,40.82,5.1025,4.360671738,1.444993487
HF2M 30m A,HF2,"42.551478, -72.174021",Mixed,30,0.110388111,0,NA,NA,NA,3.94,17.8,2,5,0.702857143,0.495401338,0.041836735,0.990816327,0.028975,0.001025,0.024275,1,0,0,0,0,2,5,1,0,0.078,3,34.76023535,49.78287042,84.54310577,0,6,84.54310577,1.420093294,9,5.595690515,NA,7.40057301,0.856794025,0.068227521,0.053361103,0,0,0.796179259,0.001292732,0.058244757,0.002010916,0,0,0.259001574,0.117160124,0.45,0.26,0.02073321,4.670541934,0.375623588,0.918801391,0.079073287,0.953989263,0.041865793,0.969002114,0.029460494,0.454861111,0.873096811,0.900603275,0.837905774,0.896365987,0.84085033,0.493194861,0.495251638,0.559900462,0.391371693,0.25257732,0.455969732,331,5.275582087,86,2.067974423,0.909251026,0.464259809,-0.856679241,669635.3162,2464305.404,0.854208561,63,0.251521298,0.09375,0.423076923,NA,NA,19,1.299476087,3.71,0.31,0.04,0.94,0.37,0.01,11.36,1.14,0.13,5.44,2.96,0.56,2.93,0.16,3.65,0.459210237,0.177476672,0.550793651,0.170634921,0.75,0,0.366834734,0.167338936,0.09375,0.34375,0.480025048,0.126510173,0.302878929,0.1410831,0.136363636,0,0.351676427,0.23618952,0.538111636,0.112988942,0.437603486,0.223398693,0.410256516,0.221132351,0.5625,0.1875,0.419889127,0.220388996,36.11822009,17.59399838,0.051957093,2.887904288,0.738896512,30.83337938,25.942119,11.78202882,44.28076464,0.000313488,0.003134885,56.06624183,74.07345072,7.121491362,0.1432508,0.917105028,0.080713066,0.86256972,0.134284231,0.992264047,0.007735953,0.937988747,0.059398699,0.930830856,0.066065979,0.939747729,0.057598272,0.947323843,0.050329561,0.92739241,0.070470015,0.939839836,0.057505892,0,1,0.937559177,0.05987922,0.910419781,0.084837436,0.938986833,0.058590592,0.960820116,0.039179884,22.71,2.83875,6.417463252,1.50015419
HF2M 30m B,HF2,"42.551478, -72.174021",Mixed,30,0.08447726,0,NA,NA,NA,3.6,17.8,2,5,0.575912409,0.543889845,0.041836735,0.990816327,0.028975,0.001025,0.024275,1,0,0,2,0,1,5,0,0,0.403,6,34.76023535,49.78287042,84.54310577,0,6,84.54310577,1.420093294,9,0.227197076,NA,7.40057301,0.845998791,0.116962306,0.07165894,0,0,0.725156219,0.000554324,0.117818988,0.003880266,0,0,0.267036213,0.138194504,0.43,0.23,0.034750603,4.541511141,0.825498752,0.852209483,0.144893046,0.8526663,0.139995953,0.881514934,0.11443672,0.541218638,0.293338037,0.883843983,0.298931667,0.93836928,0.288802661,0.471406558,0.482813971,0.583062238,0.361848301,0.242509203,0.418243301,402,5.351277685,96,2.009646981,0.892407311,0.440292216,-0.707806078,1079713.487,2588320.114,0.324077807,63,0.619318182,0.075268817,0.347826087,NA,NA,19,1.224962069,3.56,0.37,0.05,0.92,0.35,0.03,10.98,1.09,0.08,5.14,2.67,0.59,2.87,0.14,3.6,0.481052479,0.186771484,0.520779221,0.159090909,0.6,0,0.397712262,0.157499789,0.075268817,0.430107527,0.479834464,0.122187251,0.293333333,0.145952381,0.375,0,0.344437035,0.233797956,0.526280943,0.127312468,0.432867133,0.207167832,0.400096823,0.201054921,0.5,0.214285714,0.408888647,0.202514766,36.43149114,8.099893648,0.012119262,2.446085589,0.938182631,35.68608496,28.81454434,11.29062041,44.03801483,0.000393461,0.00393461,55.33296331,80.99101668,6.721155897,0.088509441,0.838514802,0.15811037,0.808736904,0.187556843,0.958010032,0.041989968,0.891535295,0.105061071,0.77778448,0.216433603,0.895191893,0.101754986,0.907974341,0.08927272,0.875527133,0.121907825,0.882871473,0.113669991,0,1,0.88136322,0.115354974,0.819365727,0.175189718,0.855396899,0.140223331,0.865502108,0.132838204,21.83,2.72875,5.883338584,1.553826897
HF2M 60m A,HF2,"42.551478, -72.174021",Mixed,60,0.157858271,0,14.83518937,0.174713715,1213,3.77,17.7,1.5,6,0.596470588,0.565273729,0.019132653,1.005102041,0.025,0.000375,0.0197,2,0,0,0,0,1,5,2,0,0.323,4,41.85456693,392.8723855,434.7269524,0,11,434.7269524,9.190908079,41,4.487697225,0.09190727,2.82134706,0.832454733,0.127817251,0.115211246,0.0005348,0,0.671021468,0.014898006,0.134769654,0.012911605,0,0,0.270733966,0.1363047,0.65,0.38,0.021584047,4.011432686,0.32065876,0.903100776,0.094616145,0.927093179,0.068489961,0.955848727,0.042492639,0.448861284,0.898082359,0.922759569,0.791733517,0.84949194,0.79967912,0.525422552,0.527737902,0.590321834,0.400231535,0.241444779,0.50534846,364,5.334869243,75,2.273771615,0.904651526,0.526642241,-0.801332704,2449614.916,4712708.382,0.816105126,62,0.402083333,0.086956522,0.236842105,1.374584913,31.67649651,25,1.494292519,5.33,0.4,0.03,1.19,0.51,0,14.07,1.47,0.2,7.14,4.01,0.82,3.69,0.23,4.74,0.404131021,0.125302326,0.489795918,0.171428571,1,0,0.352919501,0.185034014,0.130434783,0.530434783,0.483237912,0.145468829,0.289376462,0.139934393,0.138888889,0,0.422097973,0.245718776,0.500250058,0.121755831,0.357753358,0.384310134,0.433658264,0.298874254,0.52173913,0.173913043,0.428287732,0.30392604,31.0747062,14.91196594,0.04391334,2.5018751,0.645141931,26.71214473,22.16156386,10.2087776,38.3401034,0.000312351,0.003123507,48.55231685,64.18508306,6.169118691,0.125283426,0.888617969,0.109077686,0.815422388,0.181387328,0.988104943,0.011895057,0.918286267,0.078924454,0.915159846,0.081500848,0.924533879,0.072607493,0.934040106,0.063426974,0.907003117,0.090711236,0.921816586,0.075345223,0,1,0.919105612,0.078155319,0.887541446,0.107404029,0.917954071,0.079458969,0.934069781,0.065930219,29.49,3.68625,6.252662571,1.492203188
HF2M 60m B,HF2,"42.551478, -72.174021",Mixed,60,0.139624137,0.005922778,31.04595912,0.098220264,834.7,3.21,17.7,1.5,6,0.710755442,0.951305888,0.019132653,1.005102041,0.025,0.000375,0.0197,1,0,0,2,0,1,5,0,2,0.326,6,41.85456693,392.8723855,434.7269524,0,11,434.7269524,9.190908079,41,10.57393191,0.011937553,2.82134706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.431570961,NA,NA,NA,62,0.565449688,NA,NA,2.079633474,51.85316086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2P 0m A,HF2,"42.552047, -72.170392",Pine,0,0.023145252,0,5.96404851,0,772.7,4.69,18.2,0.5,2,0.243963255,0.123763236,0.009929078,0.982978723,0.020725,0.000175,0.017325,2,0,4,0,0,0,2,0,2,0.589,7,107.6539951,475.5629277,583.2169228,0,5,583.2169228,4.386059873,6,4.14948423,-0.014003525,2.471713689,0.41372343,0.42713974,0.328214661,0,0,0.22274307,0.002020529,0.066839085,0.125030308,0,0.00352386,0.346331771,0.077478345,0.28,0.3,0.073033508,2.992051976,0.259188843,0.355357651,0.601431775,0.491688964,0.39212572,0.640932444,0.307550725,0.02173913,0.41865352,0.68673725,0.284571244,0.716075325,0.366604704,0.480890434,0.523828744,0.62207768,0.371076407,0.219488342,0.483964109,473,5.49221378,164,3.738573927,0.891724098,0.733072911,2.389092134,547019.3845,1214389.605,0.348500768,63,0.185185185,0.217391304,0.206896552,0.51708293,10.19076443,17,1.080045935,3.47,0.4,0.08,0.79,0.23,0.01,10.98,0.9,0.16,4.78,2.76,0.41,2.65,0.14,3.2,0.590723969,0.015296332,0.534920635,0.014285714,0.875,0,0.491746795,0.006944444,0.434782609,0.043478261,0.617945107,0.030540729,0.401169591,0.042021721,0.766666667,0,0.539988886,0.022359145,0.632390699,0.044269635,0.689903846,0.009615385,0.580728115,0.10280424,0.642857143,0.071428571,0.598543542,0.088370987,22.24717619,6.062308053,0.014168389,1.785283283,0.604571174,20.09944552,13.55318928,7.307089084,27.75882821,0.000603959,0.004849476,35.07137073,52.80013796,4.771647706,0.135536545,0.412321614,0.535050481,0.333107054,0.624531335,0.96812612,0.03187388,0.499345362,0.436685554,0.409362115,0.510519194,0.506917608,0.422272853,0.538809793,0.395352018,0.479943824,0.462769433,0.507353556,0.424894956,0,1,0.502323519,0.4318263,0.383658506,0.519320307,0.527025974,0.405311263,0.566810023,0.432024282,21.09,2.63625,2.90006991,0.129165494
HF2P 0m B,HF2,"42.552047, -72.170392",Pine,0,0.076850938,0,10.68072008,0,605.6,4.9,18.2,0.5,2,0.44906367,0.264445955,0.009929078,0.982978723,0.020725,0.000175,0.017325,2,0,3,2,0,0,2,0,0,0.879,12,107.6539951,475.5629277,583.2169228,0,5,583.2169228,4.386059873,6,3.248408952,0.194713299,2.471713689,0.651596364,0.186236974,0.079468655,0,0.0004328,0.050138163,0.00103206,0.59762959,0.00322935,0.000466092,0.006844191,0.461719638,0.091523733,0.55,0.4,0.022029396,1.476655854,0.294858967,0.931748378,0.063445067,0.523085657,0.424939108,0.866024825,0.122314226,0.013888889,0.160768386,0.754269734,0.16303226,0.22938376,0.669873822,0.452714123,0.613095403,0.749425033,0.341710771,0.280500984,0.525173876,488,5.530631843,151,2.901027527,0.893432964,0.57820724,1.451474412,2237464.408,11022812.91,0.175450278,63,0.197066911,0.1875,0.644736842,1.031841755,21.7081604,14,1.301821522,7.02,0.73,0.15,1.93,0.52,0.06,23.22,1.8,0.24,9.61,5.21,1.02,5.56,0.24,6.82,0.733042936,0.045930491,0.698611111,0.167534722,0.733333333,0.066666667,0.636624949,0.05686898,0.1875,0.013888889,0.690720093,0.068074604,0.462127781,0.031575953,0.868421053,0.026315789,0.556648391,0.038566573,0.71746058,0.034377927,0.681883845,0.060385005,0.638096935,0.035842259,0.833333333,0.041666667,0.651902633,0.040126864,24.49496989,1.778780357,0.003322668,1.632358525,0.63635162,23.47598416,16.07135398,9.790846904,27.96391603,2.35E-05,0.000276982,37.75506346,55.73211062,7.495480632,0.040316217,0.847876886,0.140240613,0.861150267,0.129058208,0.780195366,0.219804634,0.877257314,0.111924355,0.900639851,0.091455924,0.914238807,0.078116303,0.889763705,0.100604944,0.837251429,0.150615486,0.898384362,0.092209155,0,0.767462317,0.890569057,0.099674724,0.870160857,0.119390706,0.862446465,0.12534902,0.83708713,0.150698484,43.82,5.4775,6.20307236,0.425317487
HF2P 15m A,HF2,"42.552047, -72.170392",Pine,15,0.280860267,0,16.36586662,2.56984765,1286,3.88,17.6,2,7.5,0.662372449,0.801662259,0.711786372,0.336095764,0.02835,0.019325,0.009125,2,0,0,0,0,1,5,0,0,0.154,3,31.62727029,615.2866438,287.4004047,333.08981,14,646.9139141,18.88869765,0,0,0,6.074879814,0.699262432,0.238639067,0.147910223,0,0,0.612657626,0,0.087873741,0,0,0,0.292547596,0.12956867,0.54,0.4,0.039018964,1.080947617,0.080542477,0.326529614,0.642860896,0.390599428,0.571345961,0.563142734,0.414574064,0.55802969,0.722182568,0.781663891,0.701958918,0.77714331,0.718455072,0.531560729,0.543998371,0.631893304,0.407676384,0.255760681,0.501578036,474,5.555304472,105,2.732444468,0.901658422,0.587122421,-1.611159855,1875036.77,2624675.398,0.716868903,62,0.330943847,0.070175439,0.225,2.13405323,46.33518219,11,1.252933313,4.34,0.36,0.03,1.06,0.41,0.01,12.09,1.35,0.16,5.95,3.29,0.74,3.14,0.18,4.06,0.42432432,0.185717566,0.391465677,0.220779221,0.666666667,0,0.346651812,0.214155737,0.105263158,0.644736842,0.46197393,0.170148742,0.237650376,0.173289474,0.25,0.125,0.326860434,0.321054645,0.500368739,0.132749073,0.493055556,0.319444444,0.385452655,0.303366108,0.444444444,0.222222222,0.403578706,0.302742755,35.11188009,1.48095613,0.002774281,0.612692338,0.483768935,22.66401569,9.062667456,11.93499866,34.65765356,0.000321803,0.003218033,46.59619206,87.54514972,1.726922183,0.063301063,0.886907403,0.109537467,0.419757809,0.558519954,0.522694735,0.477305265,0.479196105,0.496522589,0.313526715,0.658917624,0.859188685,0.134501744,0.864353111,0.129386458,0.797493387,0.19688611,0.882868754,0.112750478,0,1,0.871949168,0.123512246,0.732044731,0.257746306,0.353873345,0.62679114,0.560996527,0.422093046,24.91,3.11375,4.017151062,1.876345647
HF2P 15m B,HF2,"42.552047, -72.170392",Pine,15,0.132243272,0,24.80841448,0.499396344,1004,4.15,17.6,2,7.5,0.538860759,0.426571507,0.711786372,0.336095764,0.02835,0.019325,0.009125,2,0,0,0,0,0,5,0,0,0.124,2,31.62727029,615.2866438,287.4004047,333.08981,14,646.9139141,18.88869765,0,0,0,6.074879814,0.761280805,0.167693509,0.085256855,0,0,0.741452621,0.000911142,0.019394308,0,0,0,0.342500319,0.111185639,0.7,0.57,0.022734134,1.075091736,0.07812391,0.218429534,0.67182433,0.29118137,0.614461236,0.446688659,0.479217484,0.443209877,0.824583478,0.90211732,0.769264144,0.855171815,0.840419993,0.55206337,0.573751118,0.62501597,0.405359652,0.237798646,0.544972531,309,5.196906069,161,2.410637856,0.906435849,0.474403862,-0.156642276,1169393.725,2312862.774,0.79438563,62,0.406496063,0.111111111,0.298245614,1.30740273,28.53617859,14,1.085859331,6.58,0.47,0.03,1.45,0.55,0.01,17.7,1.87,0.21,8.86,5.27,1.02,4.72,0.29,6.03,0.537672505,0.106793004,0.549206349,0.142857143,1,0,0.515988213,0.10085125,0.166666667,0.564814815,0.568175658,0.128507937,0.362281804,0.106130429,0.333333333,0.095238095,0.551505579,0.180695001,0.673824974,0.085501385,0.696489214,0.140431446,0.507815693,0.261312702,0.586206897,0.137931034,0.540775654,0.237835671,39.5935,1.367282098,0.002758885,0.505027746,0.191241591,22.19398707,9.374207768,13.21898298,35.5369704,0.000272523,0.00272523,48.75895113,94.31297937,1.513405361,0.0453366,0.905783344,0.083957096,0.177631298,0.74187156,0.903937505,0.096062495,0.31086837,0.585929816,0.231302539,0.675347844,0.875728,0.106889899,0.88729717,0.096072011,0.83819939,0.144416111,0.909639099,0.07796632,0,1,0.900862849,0.086132074,0.773980223,0.19732245,0.308715386,0.609110662,0.440255776,0.522297443,36.52,4.565,3.493723308,1.194416991
HF2P 30m A,HF2,"42.552047, -72.170392",Pine,30,0.129771525,0,NA,NA,NA,3.57,18.1,4.5,7,0.605844156,0.690280066,0.94255112,0.055988315,0.0593,0.0484,0.002875,3,0,0,0,0,0,4,0,0,0.087,3,30.64210119,397.3844281,77.75514745,322.1455203,8,428.0265293,12.59032786,0,0.655850977,NA,2.379449327,0.843655422,0.095297852,0.076474496,0,0,0.778844025,0.018823356,0.036539455,0.009448586,0,0,0.192597842,0.147925063,0.37,0.26,0.023944986,4.875002144,0.379022562,0.859282834,0.104231691,0.934835562,0.027184115,0.953636667,0.029438866,0.611992945,0.870451022,0.932826456,0.817081273,0.884550085,0.862404961,0.466377312,0.475072708,0.516453342,0.348878752,0.233004119,0.390820379,461,5.65699661,87,1.899542376,0.922326673,0.425342915,-1.304180312,773352.171,1088665.789,0.823281907,62,0.287769784,0.061728395,0.307692308,NA,NA,14,1.047762586,3.16,0.3,0.02,0.72,0.3,0.01,9.21,0.99,0.08,4.38,2.43,0.48,2.42,0.13,3.03,0.433258057,0.187545138,0.380952381,0.238095238,1,0,0.371753247,0.2245671,0.092592593,0.703703704,0.444215445,0.190851628,0.206478606,0.239259834,0.25,0,0.336210825,0.337346036,0.428604656,0.219842061,0.476190476,0.34672619,0.366701358,0.377433185,0.384615385,0.384615385,0.38358545,0.373150008,36.36494432,17.59166393,0.051890162,2.887218442,0.745046894,30.62098996,26.04151446,11.74559481,44.23847351,0.000594732,0.004860344,55.9895234,75.26833074,7.200932096,0.152025985,0.885112398,0.084254985,0.804320426,0.146190132,0.990985319,0.009014681,0.903854501,0.064559482,0.881786099,0.080960689,0.898342051,0.068110199,0.908664827,0.06022393,0.888687414,0.081874662,0.901836227,0.06536799,0,1,0.899398643,0.068408379,0.850433759,0.096374358,0.914931648,0.055835584,0.968234568,0.027902505,18.52,2.315,6.083132068,2.027993993
